temperature,humidity,wind_speed,wind_direction,precipitation,drought_index,fire_risk
24.36350297118406,52.139309731875386,20.080326552487605,SE,8.179847710772053,4.4437219303147835,0
38.767857660247905,57.16912214527416,6.992876829682125,W,5.876944695313123,4.286586388658,0
33.29984854528513,36.20410778110266,22.077857143076162,SE,2.5218198181926943,1.489154884722398,0
29.966462104925917,56.244440085299885,28.314167717649024,E,2.037173932776666,4.3943506281235125,0
18.900466011060914,32.85982804991528,19.391631324935492,W,3.4038483767754912,2.65627447776177,0
18.899863008405067,39.05747945375167,8.152883059385264,SW,4.765679435800186,2.014787319983243,0
16.452090304204987,29.04115991263999,19.543038186836917,SE,2.960655100389471,4.479074272055703,0
36.654403644373375,45.61904168703376,24.15868032761631,SW,5.149294953924828,2.7280991985349665,0
30.02787529358022,59.15924460699236,15.160413414350467,E,1.6537042551318593,4.233458760707267,0
32.70181444490114,44.13972384173515,26.995943698536696,W,9.777128128254999,2.053614447823378,0
15.51461235739506,34.31256336454196,21.217073833934112,W,1.0792455496499387,1.0157172856888712,0
39.247746304049855,45.91269783962113,27.481222957230063,N,9.31944139654372,2.9818367716117775,0
35.81106602001054,24.916827138615503,20.58763278118343,S,9.135780114026948,1.400913026571537,1
20.308477766956905,55.546363210615944,8.282199300120606,S,5.25360481819498,4.017503822099639,0
19.545624180177516,40.123358031193455,12.742292777629729,SW,7.249102718360843,2.1043005442776415,0
19.585112746335845,37.97398968158568,10.044873706311423,W,4.360482979725878,2.774582586413915,0
22.60605607398844,43.434591538140765,27.720662442921558,SE,6.300345775424382,1.348134260366217,0
28.11891079080595,44.9913545115761,24.010001682187067,SW,3.405759374211187,2.1466369937890106,0
25.798625466052894,22.87103224906052,21.90995922275015,SW,3.0115901978544537,4.125960973034288,0
22.28072850495105,47.304688848936095,12.524157990790542,NE,5.782297861695137,1.6063516476092778,0
30.296322368059485,29.67726721262118,9.601119301255338,NW,4.981296741839803,3.5886382445078295,0
18.487346516301045,48.55810530026359,23.911277199722797,W,5.79536369149981,4.669703411218005,0
22.303616213380455,52.90139177536787,16.853948646976992,S,2.8666058128702296,3.719347039030881,0
24.159046082342293,52.15834030210081,10.644738803765728,W,3.6695783181699526,4.244086757168907,0
26.4017496054259,42.100038696315565,20.415549454131877,E,0.8389796062890931,1.4358865172156632,0
34.62939903482534,40.80679569243004,6.008346303461299,SW,0.5227637227220572,2.002927304008218,0
19.991844553958995,25.71503845357647,13.154256353206337,NE,2.534571296730163,4.578155408962364,0
27.85586096034029,51.01384601612543,16.713924864778367,NE,0.7424685933054576,3.860422454472357,0
29.810364221551062,30.856375217868575,8.698958352735147,S,1.037747086347407,3.5582153055092447,0
16.161260317999943,39.86781691271786,29.61636193977099,S,8.12928405393937,3.6550669444868,0
30.18862129753596,31.37096371710067,10.227434114740356,S,0.388736970166893,2.6568022172185737,0
19.263103092182288,25.353134519987726,8.258828251081638,E,6.589427939347427,1.1782265264706129,0
16.62628982463199,45.182307875669466,10.08837184717241,NE,2.725577488154005,4.137766168282916,0
38.722138431333335,22.173281392916152,24.226528328993105,SE,8.715456807081264,3.7148529448614154,1
39.14080082686398,49.945809365048,15.63764148179607,E,4.849922845774995,2.891217856450899,0
